"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"other specified injury ofblood vessel at abdomen lower back and pelvis level subsequent encounter";"Prominent superficial blood vessels";"http://purl.obolibrary.org/obo/HP_0007394";"44.86";"false";"false"
"injury of spleen";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"61.54";"false";"false"
"other specified injury ofblood vessel at abdomen lower back and pelvis level sequela";"Prominent superficial blood vessels";"http://purl.obolibrary.org/obo/HP_0007394";"46.46";"false";"false"
"injury of intra-abdominal organs";"Abdominal adhesions";"http://purl.obolibrary.org/obo/HP_0033134";"59.57";"false";"false"
"contusion of spleen";"Splenic cyst";"http://purl.obolibrary.org/obo/HP_0030423";"61.54";"false";"false"
"injury of spleen initial encounter";"Urinary incontinence";"http://purl.obolibrary.org/obo/HP_0000020";"48.89";"false";"false"
"injury of spleen subsequent encounter";"Asplenia";"http://purl.obolibrary.org/obo/HP_0001746";"54.55";"false";"false"
"injury of spleen sequela";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"58.82";"false";"false"
"minor contusion of spleen";"Splenic rupture";"http://purl.obolibrary.org/obo/HP_0012223";"52.94";"false";"false"
"open wound of abdominal wall epigastric region without penetration into peritoneal cavity initial encounter";"Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis";"http://purl.obolibrary.org/obo/HP_0011654";"44.57";"false";"false"
"major contusion of spleen initial encounter";"Congenital contracture";"http://purl.obolibrary.org/obo/HP_0002803";"46.67";"false";"false"
"minor contusion of spleen initial encounter";"Arthrogryposis multiplex congenita";"http://purl.obolibrary.org/obo/HP_0002804";"45.16";"false";"false"
"minor contusion of spleen subsequent encounter";"Asplenia";"http://purl.obolibrary.org/obo/HP_0001746";"48";"false";"false"
"minor contusion of spleen sequela";"Neonatal electro-clinical sequential motor seizure";"http://purl.obolibrary.org/obo/HP_0032825";"46.38";"false";"false"
"major contusion of spleen";"Splenic rupture";"http://purl.obolibrary.org/obo/HP_0012223";"52.94";"false";"false"
"contusion of spleen subsequent encounter";"Asplenia";"http://purl.obolibrary.org/obo/HP_0001746";"54.55";"false";"false"
"major contusion of spleen subsequent encounter";"Aplasia/Hypoplasia of the spleen";"http://purl.obolibrary.org/obo/HP_0010451";"50";"false";"false"
"major contusion of spleen sequela";"Neonatal electro-clinical sequential motor seizure";"http://purl.obolibrary.org/obo/HP_0032825";"43.48";"false";"false"
"contusion of spleen initial encounter";"Thrombocytosis";"http://purl.obolibrary.org/obo/HP_0001894";"47.06";"false";"false"
"injury of left iliac vein";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"47.62";"false";"false"
"injury of left iliac vein initial encounter";"Double inlet left ventricle";"http://purl.obolibrary.org/obo/HP_0011555";"44.44";"false";"false"
"injury of left iliac vein subsequent encounter";"Double inlet left ventricle";"http://purl.obolibrary.org/obo/HP_0011555";"46.15";"false";"false"
"injury of left iliac vein sequela";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"46.51";"false";"false"
"injury ofiliac vein";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"46.15";"false";"false"
"injury ofiliac vein initial encounter";"Fatty replacement of ventricular myocardial tissue";"http://purl.obolibrary.org/obo/HP_0031317";"43.08";"false";"false"
"injury ofiliac vein subsequent encounter";"Increased urinary squamous epithelial cell count";"http://purl.obolibrary.org/obo/HP_0032212";"42.5";"false";"false"
"open wound of abdominal wall right upper quadrant without penetration into peritoneal cavity sequela";"Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis";"http://purl.obolibrary.org/obo/HP_0011654";"43.68";"false";"false"
"injury ofiliac vein sequela";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"50";"false";"false"
"injury of uterine artery or vein";"Uterine arteriovenous malformation";"http://purl.obolibrary.org/obo/HP_0031347";"57.69";"false";"false"
"injury of right uterine artery";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"47.83";"false";"false"
"injury of left uterine artery";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"48.89";"false";"false"
"injury of right uterine artery initial encounter";"Impaired pursuit initiation and maintenance";"http://purl.obolibrary.org/obo/HP_0007668";"40";"false";"false"
"injury of right uterine artery subsequent encounter";"Anuria";"http://purl.obolibrary.org/obo/HP_0100519";"45.16";"false";"false"
"injury of right uterine artery sequela";"Bacteriuria";"http://purl.obolibrary.org/obo/HP_0012461";"47.06";"false";"false"
"open wound of abdominal wall left upper quadrant without penetration into peritoneal cavity";"Abdominal wall defect";"http://purl.obolibrary.org/obo/HP_0010866";"44.64";"false";"false"
"injury of left uterine artery initial encounter";"Absent left main coronary artery";"http://purl.obolibrary.org/obo/HP_0031639";"54.79";"false";"false"
"injury of left uterine artery subsequent encounter";"Absent left main coronary artery";"http://purl.obolibrary.org/obo/HP_0031639";"58.67";"false";"false"
"injury of left uterine artery sequela";"Elevated urinary 7-biopterin level";"http://purl.obolibrary.org/obo/HP_0033594";"46.15";"false";"false"
"injury ofuterine artery";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"47.62";"false";"false"
"injury ofuterine artery sequela";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"46.51";"false";"false"
"injury ofuterine artery initial encounter";"Urinary incontinence";"http://purl.obolibrary.org/obo/HP_0000020";"51.85";"false";"false"
"injury ofuterine artery subsequent encounter";"Anuria";"http://purl.obolibrary.org/obo/HP_0100519";"44.83";"false";"false"
"injury of right uterine vein";"Proteinuria";"http://purl.obolibrary.org/obo/HP_0000093";"48.98";"false";"false"
"injury of right uterine vein initial encounter";"Impaired pursuit initiation and maintenance";"http://purl.obolibrary.org/obo/HP_0007668";"41.18";"false";"false"
"injury of right uterine vein subsequent encounter";"Double inlet right ventricle";"http://purl.obolibrary.org/obo/HP_0011556";"47.06";"false";"false"
"injury of right uterine vein sequela";"Proteinuria";"http://purl.obolibrary.org/obo/HP_0000093";"46.38";"false";"false"
"injury of left uterine vein";"Uterine leiomyoma";"http://purl.obolibrary.org/obo/HP_0000131";"48.78";"false";"false"
"injury of left uterine vein initial encounter";"Impaired pursuit initiation and maintenance";"http://purl.obolibrary.org/obo/HP_0007668";"41.79";"false";"false"
"open wound of abdominal wall left upper quadrant without penetration into peritoneal cavity initial encounter";"Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis";"http://purl.obolibrary.org/obo/HP_0011654";"42.46";"false";"false"
