"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"poisoning by pertussis vaccine including combinations with a pertussis component undetermined initial encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"41.46";"false";"false"
"poisoning by pertussis vaccine including combinations with a pertussis component assault";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"39.22";"false";"false"
"poisoning by pertussis vaccine including combinations with a pertussis component assault initial encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"42.24";"false";"false"
"poisoning by pertussis vaccine including combinations with a pertussis component assault subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"45.76";"false";"false"
"adverse effect of other agents primarily affecting the cardiovascular system";"Primum atrial septal defect";"http://purl.obolibrary.org/obo/HP_0010445";"50";"false";"false"
"poisoning by pertussis vaccine including combinations with a pertussis component assault sequela";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"40";"false";"false"
"poisoning by pertussis vaccine including combinations with a pertussis component undetermined";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"37.33";"false";"false"
"underdosing of pertussis vaccine including combinations with a pertussis component";"Ubiquitin-positive cerebral inclusion bodies";"http://purl.obolibrary.org/obo/HP_0012083";"40";"false";"false"
"poisoning by pertussis vaccine including combinations with a pertussis component undetermined subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"44.58";"false";"false"
"poisoning by pertussis vaccine including combinations with a pertussis component undetermined sequela";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"37.97";"false";"false"
"adverse effect of pertussis vaccine including combinations with a pertussis component";"Compression-fractured vertebra";"http://purl.obolibrary.org/obo/HP_0041085";"35.71";"false";"false"
"adverse effect of pertussis vaccine including combinations with a pertussis component initial encounter";"Decreased compound muscle action potential amplitude";"http://purl.obolibrary.org/obo/HP_0033383";"41.32";"false";"false"
"adverse effect of pertussis vaccine including combinations with a pertussis component subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"42.74";"false";"false"
"adverse effect of pertussis vaccine including combinations with a pertussis component sequela";"Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine";"http://purl.obolibrary.org/obo/HP_0410303";"38.99";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component accidental unintentional initial encounter";"Persistence of primary teeth";"http://purl.obolibrary.org/obo/HP_0006335";"40.24";"false";"false"
"adverse effect of other agents primarily affecting the cardiovascular system initial encounter";"Intermediate atrioventricular canal defect";"http://purl.obolibrary.org/obo/HP_0011576";"47.79";"false";"false"
"underdosing of pertussis vaccine including combinations with a pertussis component initial encounter";"Decreased compound muscle action potential amplitude";"http://purl.obolibrary.org/obo/HP_0033383";"41.38";"false";"false"
"underdosing of pertussis vaccine including combinations with a pertussis component subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"42.86";"false";"false"
"underdosing of pertussis vaccine including combinations with a pertussis component sequela";"Ubiquitin-positive cerebral inclusion bodies";"http://purl.obolibrary.org/obo/HP_0012083";"38.78";"false";"false"
"poisoning by adverse effect of and underdosing of mixed bacterial vaccines without a pertussis component";"Decreased compound muscle action potential amplitude";"http://purl.obolibrary.org/obo/HP_0033383";"40";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component accidental unintentional";"Decreased compound muscle action potential amplitude";"http://purl.obolibrary.org/obo/HP_0033383";"40";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component intentional self-harm subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"43.55";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component accidental unintentional subsequent encounter";"Persistence of primary teeth";"http://purl.obolibrary.org/obo/HP_0006335";"39.52";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component accidental unintentional sequela";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"39.32";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component intentional self-harm";"Pulmonary arterial hypertension with positive acute response to NO challenge";"http://purl.obolibrary.org/obo/HP_0033423";"42.62";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component intentional self-harm initial encounter";"Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis";"http://purl.obolibrary.org/obo/HP_0011654";"42.52";"false";"false"
"adverse effect of other agents primarily affecting the cardiovascular system subsequent encounter";"Absent left sided atrioventricular connection";"http://purl.obolibrary.org/obo/HP_0011547";"46.15";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component undetermined initial encounter";"Posterior helix pit";"http://purl.obolibrary.org/obo/HP_0008523";"40.54";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component intentional self-harm sequela";"Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis";"http://purl.obolibrary.org/obo/HP_0011654";"42.98";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component assault";"Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis";"http://purl.obolibrary.org/obo/HP_0011654";"46.15";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component assault initial encounter";"Decreased compound muscle action potential amplitude";"http://purl.obolibrary.org/obo/HP_0033383";"40.34";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component assault subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"45.22";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component assault sequela";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"39.25";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component undetermined";"Pointed humeral metaphysis";"http://purl.obolibrary.org/obo/HP_0003917";"40.98";"false";"false"
"adverse effect of mixed bacterial vaccines without a pertussis component subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"42.11";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component undetermined subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"42.37";"false";"false"
"poisoning by mixed bacterial vaccines without a pertussis component undetermined sequela";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"38.18";"false";"false"
"adverse effect of other agents primarily affecting the cardiovascular system sequela";"Primum atrial septal defect";"http://purl.obolibrary.org/obo/HP_0010445";"46.97";"false";"false"
"adverse effect of mixed bacterial vaccines without a pertussis component";"Disseminated nontuberculous mycobacterial infection";"http://purl.obolibrary.org/obo/HP_0032283";"41.24";"false";"false"
"adverse effect of mixed bacterial vaccines without a pertussis component initial encounter";"Opportunistic bacterial infection";"http://purl.obolibrary.org/obo/HP_0032260";"40.82";"false";"false"
"poisoning by antihyperlipidemic and antiarteriosclerotic drugs assault";"Maternal anticardiolipin antibody positive";"http://purl.obolibrary.org/obo/HP_0012536";"42.55";"false";"false"
"underdosing of other antihypertensive drugs sequela";"Aplasia/hypoplasia of the uterus";"http://purl.obolibrary.org/obo/HP_0008684";"45.16";"false";"false"
"poisoning by antidotes and chelating agents assault";"Spontaneous platelet aggregation";"http://purl.obolibrary.org/obo/HP_0030403";"40";"false";"false"
"poisoning by antidotes and chelating agents assault initial encounter";"Absent isohemagglutinin level";"http://purl.obolibrary.org/obo/HP_0410293";"45";"false";"false"
"poisoning by other agents primarily affecting the cardiovascular system accidental unintentional subsequent encounter";"Univentricular heart with absent left sided atrioventricular connection";"http://purl.obolibrary.org/obo/HP_0011549";"48.32";"false";"false"
"poisoning by antidotes and chelating agents intentional self-harm initial encounter";"Agenesis of permanent teeth";"http://purl.obolibrary.org/obo/HP_0006349";"45.28";"false";"false"
