"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"partial traumatic amputation ofhip and thigh levelsequela";"Hypersarcosinemia";"http://purl.obolibrary.org/obo/HP_0010896";"40.54";"false";"false"
"physeal fracture of upper end of femur";"Fractured epiphysis of femur";"http://purl.obolibrary.org/obo/HP_0041189";"65.45";"false";"false"
"other andinjuries of hip and thigh";"High axial triradius";"http://purl.obolibrary.org/obo/HP_0001042";"45";"false";"false"
"physeal fracture of upper end of right femur subsequent encounter for fracture with routine healing";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"48.53";"false";"false"
"physeal fracture of upper end of right femur";"Fractured epiphysis of femur";"http://purl.obolibrary.org/obo/HP_0041189";"59.02";"false";"false"
"physeal fracture of upper end of right femur initial encounter for closed fracture";"Femur fracture";"http://purl.obolibrary.org/obo/HP_0031846";"48.94";"false";"false"
"physeal fracture of upper end of right femur subsequent encounter for fracture with delayed healing";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"48.48";"false";"false"
"traumatic amputation at level between hip and knee";"Hypoplastic left atrium";"http://purl.obolibrary.org/obo/HP_0005156";"43.33";"false";"false"
"partial traumatic amputation athip joint subsequent encounter";"Avoidance of stimuli associated with traumatic event";"http://purl.obolibrary.org/obo/HP_0032942";"40";"false";"false"
"partial traumatic amputation athip joint sequela";"Arthralgia of the hip";"http://purl.obolibrary.org/obo/HP_0003365";"52.78";"false";"false"
"nondisplaced subtrochanteric fracture of left femur initial encounter for open fracture type iiia iiib or iiic";"Modic type III vertebral endplate changes";"http://purl.obolibrary.org/obo/HP_0030778";"37.5";"false";"false"
"complete traumatic amputation at level between hip and knee";"Incomplete cleft of the upper lip";"http://purl.obolibrary.org/obo/HP_0011340";"41.27";"false";"false"
"complete traumatic amputation at level between right hip and knee";"Bilateral cleft lip and palate";"http://purl.obolibrary.org/obo/HP_0002744";"45.71";"false";"false"
"complete traumatic amputation at level between right hip and knee initial encounter";"Incomplete congenital stationary night blindness";"http://purl.obolibrary.org/obo/HP_0030641";"48.48";"false";"false"
"complete traumatic amputation at level between right hip and knee subsequent encounter";"Complete right sided absence of pericardium";"http://purl.obolibrary.org/obo/HP_0011631";"45.36";"false";"false"
"complete traumatic amputation at level between right hip and knee sequela";"Complete right sided absence of pericardium";"http://purl.obolibrary.org/obo/HP_0011631";"42.7";"false";"false"
"complete traumatic amputation at level between left hip and knee";"Incomplete cleft of the upper lip";"http://purl.obolibrary.org/obo/HP_0011340";"44.12";"false";"false"
"complete traumatic amputation at level between left hip and knee initial encounter";"Incomplete cleft of the upper lip";"http://purl.obolibrary.org/obo/HP_0011340";"45.71";"false";"false"
"complete traumatic amputation at level between left hip and knee subsequent encounter";"Complete left sided absence of pericardium";"http://purl.obolibrary.org/obo/HP_0011633";"47.69";"false";"false"
