"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"crushing injury of neck partinitial encounter";"Increased urine neutrophil count";"http://purl.obolibrary.org/obo/HP_0020134";"45.45";"false";"false"
"crushing injury of other specified parts of neck sequela";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"39.34";"false";"false"
"crushing injury of neck part";"Cervical spondylosis";"http://purl.obolibrary.org/obo/HP_0008480";"48.65";"false";"false"
"crushing injury of neck partsequela";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"42.86";"false";"false"
"crushing injury of neck partsubsequent encounter";"Increased urinary squamous epithelial cell count";"http://purl.obolibrary.org/obo/HP_0032212";"41.46";"false";"false"
"injury of trochlear nerve left side";"Fourth cranial nerve palsy";"http://purl.obolibrary.org/obo/HP_0007011";"64.15";"false";"false"
"other specified injuries ofpart of neck";"Epiphyseal stippling of finger phalanges";"http://purl.obolibrary.org/obo/HP_0010237";"45.16";"false";"false"
"other specified andinjuries of neck";"Decreased circulating level of specific antibody";"http://purl.obolibrary.org/obo/HP_0012475";"52.17";"false";"false"
"other specified injuries of neck";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"50";"false";"false"
"other specified injuries ofpart of neck sequela";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"42.55";"false";"false"
"other specified injuries ofpart of neck initial encounter";"Stippling of the epiphyses of the 4th finger";"http://purl.obolibrary.org/obo/HP_0009402";"44.44";"false";"false"
"other specified injuries ofpart of neck subsequent encounter";"Epiphyseal stippling of finger phalanges";"http://purl.obolibrary.org/obo/HP_0010237";"41.03";"false";"false"
"injury of trochlear nerve left side initial encounter";"Fourth cranial nerve palsy";"http://purl.obolibrary.org/obo/HP_0007011";"50.75";"false";"false"
"other specified injuries of larynx";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"47.06";"false";"false"
"other specified injuries of larynx initial encounter";"Stippling of the epiphyses of the 2nd finger";"http://purl.obolibrary.org/obo/HP_0009497";"41.67";"false";"false"
