"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"poisoning by other systemic antibiotics assault sequela";"Bilateral asymmetric neonatal sequential seizure";"http://purl.obolibrary.org/obo/HP_0032837";"40.51";"false";"false"
"poisoning by other systemic antibiotics undetermined";"Pointed humeral metaphysis";"http://purl.obolibrary.org/obo/HP_0003917";"43.84";"false";"false"
"corrosion of first degree ofthumb nail sequela";"Microtia, first degree";"http://purl.obolibrary.org/obo/HP_0011266";"45.9";"false";"false"
"poisoning by other systemic antibiotics undetermined initial encounter";"Compound motor action potential abnormality";"http://purl.obolibrary.org/obo/HP_0033580";"44.71";"false";"false"
"poisoning by other systemic antibiotics undetermined subsequent encounter";"Aplasia/Hypoplasia involving the central nervous system";"http://purl.obolibrary.org/obo/HP_0002977";"48.98";"false";"false"
"adverse effect of other systemic antibiotics";"Abnormal emotion/affect behavior";"http://purl.obolibrary.org/obo/HP_0100851";"44.83";"false";"false"
"poisoning by other systemic antibiotics undetermined sequela";"Bilateral asymmetric neonatal sequential seizure";"http://purl.obolibrary.org/obo/HP_0032837";"41.46";"false";"false"
"underdosing of aminoglycosides sequela";"Aminoglycoside-induced hearing loss";"http://purl.obolibrary.org/obo/HP_0011975";"55.74";"false";"false"
"underdosing of aminoglycosides";"Aminoglycoside-induced hearing loss";"http://purl.obolibrary.org/obo/HP_0011975";"64.15";"false";"false"
"underdosing of aminoglycosides initial encounter";"Aminoglycoside-induced hearing loss";"http://purl.obolibrary.org/obo/HP_0011975";"56.72";"false";"false"
"underdosing of aminoglycosides subsequent encounter";"Aminoglycoside-induced hearing loss";"http://purl.obolibrary.org/obo/HP_0011975";"49.28";"false";"false"
"poisoning by rifampicins accidental unintentional initial encounter";"Persistence of primary teeth";"http://purl.obolibrary.org/obo/HP_0006335";"36.52";"false";"false"
"poisoning by rifampicins accidental unintentional";"Decreased specific antibody response to protein vaccine";"http://purl.obolibrary.org/obo/HP_0410294";"40.96";"false";"false"
"corrosion of first degree of left thumb nail initial encounter";"Patchy sclerosis of the proximal phalanx of the thumb";"http://purl.obolibrary.org/obo/HP_0009634";"44.9";"false";"false"
"poisoning by rifampicins intentional self-harm";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"45.61";"false";"false"
"poisoning by rifampicins accidental unintentional subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"40.86";"false";"false"
"poisoning by rifampicins accidental unintentional sequela";"Pollakisuria";"http://purl.obolibrary.org/obo/HP_0100515";"42.25";"false";"false"
"poisoning by rifampicins intentional self-harm sequela";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"49.23";"false";"false"
"poisoning by rifampicins intentional self-harm initial encounter";"Congenital sensorineural hearing impairment";"http://purl.obolibrary.org/obo/HP_0008527";"39.02";"false";"false"
"poisoning by rifampicins intentional self-harm subsequent encounter";"Abnormally loud pulmonic component of the second heart sound";"http://purl.obolibrary.org/obo/HP_0031687";"41.3";"false";"false"
"poisoning by rifampicins assault subsequent encounter";"Increased facial adipose tissue";"http://purl.obolibrary.org/obo/HP_0000287";"41.56";"false";"false"
"poisoning by rifampicins assault";"Dysuria";"http://purl.obolibrary.org/obo/HP_0100518";"43.48";"false";"false"
"poisoning by rifampicins assault initial encounter";"Chondroitin sulfate excretion in urine";"http://purl.obolibrary.org/obo/HP_0012070";"39.44";"false";"false"
"poisoning by rifampicins assault sequela";"Pierre-Robin sequence";"http://purl.obolibrary.org/obo/HP_0000201";"37.04";"false";"false"
"corrosion of first degree of left thumb nail subsequent encounter";"Absent thumbnail";"http://purl.obolibrary.org/obo/HP_0012554";"41.18";"false";"false"
"poisoning by rifampicins undetermined subsequent encounter";"Chondroitin sulfate excretion in urine";"http://purl.obolibrary.org/obo/HP_0012070";"39.47";"false";"false"
"poisoning by rifampicins undetermined";"Positive urine amphetamine test";"http://purl.obolibrary.org/obo/HP_0500112";"46.43";"false";"false"
"poisoning by rifampicins undetermined initial encounter";"Patchy sclerosis of the distal phalanx of the 4th finger";"http://purl.obolibrary.org/obo/HP_0009304";"42.86";"false";"false"
"adverse effect of rifampicins initial encounter";"Corticotropin-releasing hormone deficient adrenal insufficiency";"http://purl.obolibrary.org/obo/HP_0011737";"40.62";"false";"false"
"poisoning by rifampicins undetermined sequela";"Pierre-Robin sequence";"http://purl.obolibrary.org/obo/HP_0000201";"39.47";"false";"false"
"adverse effect of rifampicins";"Adverse drug response";"http://purl.obolibrary.org/obo/HP_0020172";"43.48";"false";"false"
"adverse effect of rifampicins subsequent encounter";"Recurrent infections";"http://purl.obolibrary.org/obo/HP_0002719";"44.44";"false";"false"
"adverse effect of rifampicins sequela";"Recurrent infections";"http://purl.obolibrary.org/obo/HP_0002719";"43.64";"false";"false"
"underdosing of rifampicins";"Hypoplasia of the retina";"http://purl.obolibrary.org/obo/HP_0007770";"40";"false";"false"
"underdosing of rifampicins subsequent encounter";"Aplasia/Hypoplasia of the ribs";"http://purl.obolibrary.org/obo/HP_0006712";"43.33";"false";"false"
"corrosion of first degree of left thumb nail sequela";"Microtia, first degree";"http://purl.obolibrary.org/obo/HP_0011266";"43.75";"false";"false"
"underdosing of rifampicins initial encounter";"Increased urinary squamous epithelial cell count";"http://purl.obolibrary.org/obo/HP_0032212";"43.59";"false";"false"
"poisoning by antifungal antibiotics systemically used accidental unintentional initial encounter";"Congenital portosystemic venous shunt";"http://purl.obolibrary.org/obo/HP_0012022";"42";"false";"false"
"underdosing of rifampicins sequela";"Pierre-Robin sequence";"http://purl.obolibrary.org/obo/HP_0000201";"41.67";"false";"false"
"poisoning by antifungal antibiotics systemically used accidental unintentional";"Hyperactive renin-angiotensin system";"http://purl.obolibrary.org/obo/HP_0000841";"45.98";"false";"false"
"poisoning by antifungal antibiotics systemically used intentional self-harm";"Prominent stem of antihelix";"http://purl.obolibrary.org/obo/HP_0011240";"44";"false";"false"
"poisoning by antifungal antibiotics systemically used accidental unintentional subsequent encounter";"Partial absence of specific antibody response to unconjugated pneumococcus vaccine";"http://purl.obolibrary.org/obo/HP_0410301";"39.71";"false";"false"
"poisoning by antifungal antibiotics systemically used accidental unintentional sequela";"Hyperactive renin-angiotensin system";"http://purl.obolibrary.org/obo/HP_0000841";"42.11";"false";"false"
"poisoning by antifungal antibiotics systemically used intentional self-harm initial encounter";"Increased anti-fungi IgE antibody level";"http://purl.obolibrary.org/obo/HP_0410232";"38.83";"false";"false"
"poisoning by antifungal antibiotics systemically used intentional self-harm subsequent encounter";"Serpiginous stem of antihelix";"http://purl.obolibrary.org/obo/HP_0011241";"37.93";"false";"false"
"poisoning by antifungal antibiotics systemically used intentional self-harm sequela";"Prominent stem of antihelix";"http://purl.obolibrary.org/obo/HP_0011240";"44.44";"false";"false"
"burn of third degree of multiple right fingers nail not including thumb subsequent encounter";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"39.66";"false";"false"
"corrosion of first degree ofthumb nail";"Microtia, first degree";"http://purl.obolibrary.org/obo/HP_0011266";"49.06";"false";"false"
"poisoning by antifungal antibiotics systemically used assault";"Anti-multiple nuclear dots antibody positivity";"http://purl.obolibrary.org/obo/HP_0025353";"38.55";"false";"false"
"poisoning by antifungal antibiotics systemically used assault initial encounter";"Increased anti-fungi IgE antibody level";"http://purl.obolibrary.org/obo/HP_0410232";"40.43";"false";"false"
"poisoning by antifungal antibiotics systemically used assault subsequent encounter";"Absent vestibular function";"http://purl.obolibrary.org/obo/HP_0008555";"39.53";"false";"false"
"poisoning by antifungal antibiotics systemically used assault sequela";"Increased anti-fungi IgE antibody level";"http://purl.obolibrary.org/obo/HP_0410232";"36.36";"false";"false"
"poisoning by antifungal antibiotics systemically used undetermined initial encounter";"Congenital portosystemic venous shunt";"http://purl.obolibrary.org/obo/HP_0012022";"43.01";"false";"false"
"poisoning by antifungal antibiotics systemically used undetermined";"Sclerotic humeral metaphysis";"http://purl.obolibrary.org/obo/HP_0003918";"43.68";"false";"false"
"adverse effect of antifungal antibiotics systemically used";"Increased anti-fungi IgE antibody level";"http://purl.obolibrary.org/obo/HP_0410232";"37.97";"false";"false"
"poisoning by antifungal antibiotics systemically used undetermined subsequent encounter";"Congenital portosystemic venous shunt";"http://purl.obolibrary.org/obo/HP_0012022";"40";"false";"false"
"poisoning by antifungal antibiotics systemically used undetermined sequela";"Abnormality of renin-angiotensin system";"http://purl.obolibrary.org/obo/HP_0000847";"41.86";"false";"false"
"corrosion of first degree ofthumb nail initial encounter";"Patchy sclerosis of the distal phalanx of the thumb";"http://purl.obolibrary.org/obo/HP_0009646";"48.42";"false";"false"
"adverse effect of antifungal antibiotics systemically used initial encounter";"Vestibular dysfunction";"http://purl.obolibrary.org/obo/HP_0001751";"42.86";"false";"false"
"adverse effect of antifungal antibiotics systemically used subsequent encounter";"Absent vestibular function";"http://purl.obolibrary.org/obo/HP_0008555";"37.65";"false";"false"
"adverse effect of antifungal antibiotics systemically used sequela";"Increased anti-fungi IgE antibody level";"http://purl.obolibrary.org/obo/HP_0410232";"36.78";"false";"false"
"underdosing of antifungal antibiotics systemically used";"Underdeveloped stem of antihelix";"http://purl.obolibrary.org/obo/HP_0011242";"46.15";"false";"false"
"poisoning by other systemic antibiotics accidental unintentional";"Hyperactive renin-angiotensin system";"http://purl.obolibrary.org/obo/HP_0000841";"50.67";"false";"false"
"underdosing of antifungal antibiotics systemically used initial encounter";"Increased anti-fungi IgE antibody level";"http://purl.obolibrary.org/obo/HP_0410232";"40.91";"false";"false"
"underdosing of antifungal antibiotics systemically used subsequent encounter";"Aplasia/Hypoplasia involving the central nervous system";"http://purl.obolibrary.org/obo/HP_0002977";"47.52";"false";"false"
"underdosing of antifungal antibiotics systemically used sequela";"Underdeveloped stem of antihelix";"http://purl.obolibrary.org/obo/HP_0011242";"45.54";"false";"false"
"corrosion of first degree ofthumb nail subsequent encounter";"Aplasia/Hypoplasia of the distal phalanx of the thumb";"http://purl.obolibrary.org/obo/HP_0009641";"43.9";"false";"false"
"poisoning by other systemic antibiotics accidental unintentional initial encounter";"Hyperactive renin-angiotensin system";"http://purl.obolibrary.org/obo/HP_0000841";"44.94";"false";"false"
"poisoning by other systemic antibiotics accidental unintentional subsequent encounter";"Univentricular heart with absent left sided atrioventricular connection";"http://purl.obolibrary.org/obo/HP_0011549";"38.33";"false";"false"
"poisoning by other systemic antibiotics accidental unintentional sequela";"Hyperactive renin-angiotensin system";"http://purl.obolibrary.org/obo/HP_0000841";"45.78";"false";"false"
"poisoning by other systemic antibiotics intentional self-harm sequela";"Prominent stem of antihelix";"http://purl.obolibrary.org/obo/HP_0011240";"43.75";"false";"false"
"poisoning by other systemic antibiotics intentional self-harm";"Serpiginous stem of antihelix";"http://purl.obolibrary.org/obo/HP_0011241";"43.75";"false";"false"
"poisoning by other systemic antibiotics intentional self-harm initial encounter";"Hyperactive renin-angiotensin system";"http://purl.obolibrary.org/obo/HP_0000841";"45.45";"false";"false"
"poisoning by other systemic antibiotics intentional self-harm subsequent encounter";"Absent epiphyses of the distal phalanges of the hand";"http://purl.obolibrary.org/obo/HP_0010246";"43.48";"false";"false"
"poisoning by other systemic antibiotics assault";"Autoimmune antibody positivity";"http://purl.obolibrary.org/obo/HP_0030057";"42.86";"false";"false"
"poisoning by other systemic antibiotics assault initial encounter";"Anti-myelin-associated glycoprotein antibody positivity";"http://purl.obolibrary.org/obo/HP_0025629";"45.65";"false";"false"
"poisoning by other systemic antibiotics assault subsequent encounter";"Absent vestibular function";"http://purl.obolibrary.org/obo/HP_0008555";"40.54";"false";"false"
"burn of third degree of multiple right fingers nail not including thumb sequela";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"40.74";"false";"false"
