"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"chronic orduodenal ulcer with perforation with obstruction";"Chronic pulmonary obstruction";"http://purl.obolibrary.org/obo/HP_0006510";"57.58";"false";"false"
"chronic orduodenal ulcer with hemorrhage without mention of obstruction";"Chronic pulmonary obstruction";"http://purl.obolibrary.org/obo/HP_0006510";"47.06";"false";"false"
"chronic orduodenal ulcer with hemorrhage with obstruction";"Chronic pulmonary obstruction";"http://purl.obolibrary.org/obo/HP_0006510";"55.07";"false";"false"
"chronic orduodenal ulcer with perforation";"Duodenal ulcer";"http://purl.obolibrary.org/obo/HP_0002588";"55.81";"false";"false"
"hypoactive labyrinth unilateral";"Unilateral chest hypoplasia";"http://purl.obolibrary.org/obo/HP_0005254";"56.6";"false";"false"
"chronic orduodenal ulcer with perforation without mention of obstruction";"Chronic pulmonary obstruction";"http://purl.obolibrary.org/obo/HP_0006510";"48.78";"false";"false"
"chronic duodenal ulcer without mention of hemorrhage or perforation without mention of obstruction";"Pointed chin";"http://purl.obolibrary.org/obo/HP_0000307";"36.04";"false";"false"
"chronic orduodenal ulcer with hemorrhage and perforation";"Cerebral hemorrhage";"http://purl.obolibrary.org/obo/HP_0001342";"49.12";"false";"false"
"chronic orduodenal ulcer with hemorrhage and perforation without mention of obstruction";"Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT";"http://purl.obolibrary.org/obo/HP_0032972";"44.09";"false";"false"
"chronic orduodenal ulcer with hemorrhage and perforation with obstruction";"Chronic pulmonary obstruction";"http://purl.obolibrary.org/obo/HP_0006510";"52.63";"false";"false"
"chronic duodenal ulcer without mention of hemorrhage or perforation";"Pointed chin";"http://purl.obolibrary.org/obo/HP_0000307";"39.53";"false";"false"
"peptic ulcer site";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"83.87";"false";"false"
"acute peptic ulcer ofsite with hemorrhage";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"55.32";"false";"false"
"chronic duodenal ulcer without mention of hemorrhage or perforation with obstruction";"Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT";"http://purl.obolibrary.org/obo/HP_0032972";"44.8";"false";"false"
"duodenal ulceras acute or chronic without mention of hemorrhage or perforation";"Pointed chin";"http://purl.obolibrary.org/obo/HP_0000307";"36.96";"false";"false"
"duodenal ulceras acute or chronic without hemorrhage or perforation without mention of obstruction";"Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT";"http://purl.obolibrary.org/obo/HP_0032972";"38.85";"false";"false"
"hypoactive labyrinth bilateral";"Bilateral breast hypoplasia";"http://purl.obolibrary.org/obo/HP_0012814";"53.85";"false";"false"
"duodenal ulceras acute or chronic without mention of hemorrhage or perforation with obstruction";"Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT";"http://purl.obolibrary.org/obo/HP_0032972";"41.22";"false";"false"
"acute peptic ulcer ofsite with hemorrhage and perforation";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"48.15";"false";"false"
"acute peptic ulcer ofsite with hemorrhage without mention of obstruction";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"42.72";"false";"false"
"acute peptic ulcer ofsite with hemorrhage with obstruction";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"46.43";"false";"false"
"acute peptic ulcer ofsite with perforation";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"59.09";"false";"false"
"acute peptic ulcer ofsite with perforation without mention of obstruction";"Visual acuity light perception without projection";"http://purl.obolibrary.org/obo/HP_0030552";"48";"false";"false"
"acute peptic ulcer ofsite with perforation with obstruction";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"49.06";"false";"false"
"acute peptic ulcer ofsite with hemorrhage and perforation without mention of obstruction";"Photoreceptor outer segment loss on macular OCT";"http://purl.obolibrary.org/obo/HP_0030610";"43.24";"false";"false"
"loss of labyrinthine reactivity unilateral";"Aplasia of the inner ear";"http://purl.obolibrary.org/obo/HP_0011372";"48.15";"false";"false"
"acute peptic ulcer ofsite with hemorrhage and perforation with obstruction";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"41.27";"false";"false"
