"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"other secondary scoliosis thoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"65.31";"false";"false"
"other secondary scoliosis thoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"73.02";"false";"false"
"other secondary scoliosis lumbar region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"65.31";"false";"false"
"other secondary scoliosis lumbosacral region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"57.69";"false";"false"
"other forms of scoliosis";"Scoliosis";"http://purl.obolibrary.org/obo/HP_0002650";"78.26";"false";"false"
"other forms of scoliosis site";"Scoliosis";"http://purl.obolibrary.org/obo/HP_0002650";"64.29";"false";"false"
"other forms of scoliosis cervical region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"50";"false";"false"
"rheumatoid nodule right knee";"Rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0001370";"50.98";"false";"false"
"other forms of scoliosis cervicothoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"58.82";"false";"false"
"other forms of scoliosis thoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"72.73";"false";"false"
"other forms of scoliosis thoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"79.31";"false";"false"
"juvenile osteochondrosis of spine";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"100";"false";"false"
"other forms of scoliosis lumbar region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"72.73";"false";"false"
"other forms of scoliosis lumbosacral region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"59.57";"false";"false"
"spinal osteochondrosis";"Osteochondrosis";"http://purl.obolibrary.org/obo/HP_0040188";"81.08";"false";"false"
"juvenile osteochondrosis of spine cervicothoracic region";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"73.42";"false";"false"
"juvenile osteochondrosis of spine site";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"92.06";"false";"false"
"juvenile osteochondrosis of spine occipito-atlanto-axial region";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"65.91";"false";"false"
"juvenile osteochondrosis of spine cervical region";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"80.56";"false";"false"
"juvenile osteochondrosis of spine thoracic region";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"80.56";"false";"false"
"juvenile osteochondrosis of spine thoracolumbar region";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"73.42";"false";"false"
"flatback syndrome site";"Plagiocephaly";"http://purl.obolibrary.org/obo/HP_0001357";"60";"false";"false"
"rheumatoid nodule right hand";"Rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0001370";"50.98";"false";"false"
"other kyphosis thoracic region";"Thoracic kyphosis";"http://purl.obolibrary.org/obo/HP_0002942";"81.08";"false";"false"
"other kyphosis thoracolumbar region";"Thoracolumbar kyphosis";"http://purl.obolibrary.org/obo/HP_0005619";"86.27";"false";"false"
"flatback syndrome";"Plagiocephaly";"http://purl.obolibrary.org/obo/HP_0001357";"68.57";"false";"false"
"other kyphosis site";"Kyphosis";"http://purl.obolibrary.org/obo/HP_0002808";"76.19";"false";"false"
"flatback syndrome lumbosacral region";"Lumbosacral hemangioma";"http://purl.obolibrary.org/obo/HP_0410275";"47.27";"false";"false"
"flatback syndrome thoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"52.46";"false";"false"
"flatback syndrome lumbar region";"Lumbar kyphosis";"http://purl.obolibrary.org/obo/HP_0008454";"47.06";"false";"false"
"postural lordosis thoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"61.02";"false";"false"
"postural lordosis";"Hyperlordosis";"http://purl.obolibrary.org/obo/HP_0003307";"69.57";"false";"false"
"postural lordosis site";"Hyperlordosis";"http://purl.obolibrary.org/obo/HP_0003307";"57.14";"false";"false"
"rheumatoid nodule left hand";"Rheumatoid factor positive";"http://purl.obolibrary.org/obo/HP_0002923";"47.06";"false";"false"
"postural lordosis lumbar region";"Lumbar hyperlordosis";"http://purl.obolibrary.org/obo/HP_0002938";"68.18";"false";"false"
"postural lordosis lumbosacral region";"Posterior fusion of lumbosacral vertebrae";"http://purl.obolibrary.org/obo/HP_0005626";"58.82";"false";"false"
"lordosislumbar region";"Lumbar hyperlordosis";"http://purl.obolibrary.org/obo/HP_0002938";"70.27";"false";"false"
"lordosis";"Hyperlordosis";"http://purl.obolibrary.org/obo/HP_0003307";"100";"false";"false"
"lordosissite";"Hyperlordosis";"http://purl.obolibrary.org/obo/HP_0003307";"70";"false";"false"
"lordosisthoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"61.54";"false";"false"
"rheumatoid heart disease with rheumatoid arthritis of wrist";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"64.15";"false";"false"
"lordosislumbosacral region";"Lumbar hyperlordosis";"http://purl.obolibrary.org/obo/HP_0002938";"55";"false";"false"
"scoliosis";"Scoliosis";"http://purl.obolibrary.org/obo/HP_0002650";"100";"false";"false"
"infantile idiopathic scoliosis";"Death in infancy";"http://purl.obolibrary.org/obo/HP_0001522";"57.14";"false";"false"
"rheumatoid nodulehand";"Rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0001370";"52.38";"false";"false"
"infantile idiopathic scoliosis site";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"48.28";"false";"false"
"infantile idiopathic scoliosis cervical region";"Periorbital hyperpigmentation";"http://purl.obolibrary.org/obo/HP_0001106";"46.34";"false";"false"
"infantile idiopathic scoliosis cervicothoracic region";"Histiocytoid cardiomyopathy";"http://purl.obolibrary.org/obo/HP_0005152";"51.92";"false";"false"
"infantile idiopathic scoliosis thoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"56.14";"false";"false"
"infantile idiopathic scoliosis lumbosacral region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"46.67";"false";"false"
"infantile idiopathic scoliosis thoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"64.79";"false";"false"
"infantile idiopathic scoliosis lumbar region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"56.14";"false";"false"
"infantile idiopathic scoliosis sacral and sacrococcygeal region";"Histiocytoid cardiomyopathy";"http://purl.obolibrary.org/obo/HP_0005152";"47.46";"false";"false"
"juvenile and adolescent idiopathic scoliosis";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"63.33";"false";"false"
"juvenile idiopathic scoliosis";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"69.23";"false";"false"
"rheumatoid nodule hip";"Rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0001370";"53.66";"false";"false"
"juvenile idiopathic scoliosis cervical region";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"54.55";"false";"false"
"juvenile idiopathic scoliosis cervicothoracic region";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"52.05";"false";"false"
"juvenile idiopathic scoliosis thoracic region";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"57.58";"false";"false"
"juvenile idiopathic scoliosis thoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"65.71";"false";"false"
"juvenile idiopathic scoliosis site";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"66.67";"false";"false"
"juvenile idiopathic scoliosis lumbar region";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"57.58";"false";"false"
"juvenile idiopathic scoliosis lumbosacral region";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"52.17";"false";"false"
"adolescent scoliosis";"Scoliosis";"http://purl.obolibrary.org/obo/HP_0002650";"69.23";"false";"false"
"adolescent idiopathic scoliosis cervical region";"Periorbital hyperpigmentation";"http://purl.obolibrary.org/obo/HP_0001106";"44.44";"false";"false"
"adolescent idiopathic scoliosis cervicothoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"47.62";"false";"false"
"rheumatoid nodule right hip";"Rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0001370";"52";"false";"false"
"adolescent idiopathic scoliosis thoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"57.14";"false";"false"
"adolescent idiopathic scoliosis thoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"65.71";"false";"false"
"adolescent idiopathic scoliosis lumbar region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"57.14";"false";"false"
"other idiopathic scoliosis site";"Scoliosis";"http://purl.obolibrary.org/obo/HP_0002650";"56.25";"false";"false"
"adolescent idiopathic scoliosis lumbosacral region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"48.48";"false";"false"
"adolescent idiopathic scoliosis site";"Death in adolescence";"http://purl.obolibrary.org/obo/HP_0011421";"48.89";"false";"false"
"other idiopathic scoliosis";"Scoliosis";"http://purl.obolibrary.org/obo/HP_0002650";"66.67";"false";"false"
"other idiopathic scoliosis cervical region";"Periorbital hyperpigmentation";"http://purl.obolibrary.org/obo/HP_0001106";"49.32";"false";"false"
"other idiopathic scoliosis cervicothoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"54.55";"false";"false"
"other idiopathic scoliosis thoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"66.67";"false";"false"
"rheumatoid nodule left hip";"Rheumatoid factor positive";"http://purl.obolibrary.org/obo/HP_0002923";"48";"false";"false"
"other idiopathic scoliosis thoracolumbar region";"Thoracolumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0002944";"74.19";"false";"false"
"other idiopathic scoliosis lumbar region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"66.67";"false";"false"
"other idiopathic scoliosis lumbosacral region";"Lumbar scoliosis";"http://purl.obolibrary.org/obo/HP_0004626";"54.9";"false";"false"
"thoracogenic scoliosis";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"83.33";"false";"false"
"thoracogenic scoliosis site";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"73.17";"false";"false"
"thoracogenic scoliosis thoracic region";"Thoracic scoliosis";"http://purl.obolibrary.org/obo/HP_0002943";"64";"false";"false"
