"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"breakdown mechanical of indwelling urethral catheter sequela";"Rhabdomyolysis";"http://purl.obolibrary.org/obo/HP_0003201";"46.38";"false";"false"
"other mechanical complication of other ocular prosthetic devices implants and grafts subsequent encounter";"Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis";"http://purl.obolibrary.org/obo/HP_0011651";"39.22";"false";"false"
"other mechanical complication of other ocular prosthetic devices implants and grafts sequela";"Complete duplication of the proximal phalanx of the 2nd toe";"http://purl.obolibrary.org/obo/HP_0010422";"44";"false";"false"
"breakdown mechanical of breast prosthesis and implant sequela";"Breast aplasia";"http://purl.obolibrary.org/obo/HP_0100783";"48.1";"false";"false"
"displacement of breast prosthesis and implant";"Proximal placement of thumb";"http://purl.obolibrary.org/obo/HP_0009623";"43.24";"false";"false"
"mechanical complication of breast prosthesis and implant";"Complete breech presentation";"http://purl.obolibrary.org/obo/HP_0010860";"50.79";"false";"false"
"breakdown mechanical of breast prosthesis and implant";"Osteolysis";"http://purl.obolibrary.org/obo/HP_0002797";"47.73";"false";"false"
"breakdown mechanical of breast prosthesis and implant initial encounter";"Incomplete breech presentation";"http://purl.obolibrary.org/obo/HP_0010861";"46.91";"false";"false"
"breakdown mechanical of breast prosthesis and implant subsequent encounter";"Breast aplasia";"http://purl.obolibrary.org/obo/HP_0100783";"44.44";"false";"false"
"displacement of breast prosthesis and implant sequela";"Short distal phalanx of finger";"http://purl.obolibrary.org/obo/HP_0009882";"42.35";"false";"false"
"displacement of breast prosthesis and implant initial encounter";"Thrombocytosis";"http://purl.obolibrary.org/obo/HP_0001894";"47.62";"false";"false"
"displacement of breast prosthesis and implant subsequent encounter";"Increased peripheral blast count";"http://purl.obolibrary.org/obo/HP_0032372";"44.21";"false";"false"
"capsular contracture of breast implant";"Capsular cataract";"http://purl.obolibrary.org/obo/HP_0100017";"52.83";"false";"false"
