"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"closed fracture of vault of skull with intracranial injury of other andnaturestate of consciousness";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"47.83";"false";"false"
"closed fracture of vault of skull with intracranial injury of other andnature with no loss of consciousness";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"47.14";"false";"false"
"closed fracture of vault of skull with intracranial injury of other andnature with brief less than one hour loss of consciousness";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"44.57";"false";"false"
"closed fracture of vault of skull with intracranial injury of other andnature with moderate 1-24 hours loss of consciousness";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"47.67";"false";"false"
"closed fracture of vault of skull with intracranial injury of other andnature with prolonged more than 24 hours loss of consciousness and return to pre-existing conscious level";"Craniosynostosis";"http://purl.obolibrary.org/obo/HP_0001363";"46.01";"false";"false"
"closed fracture of vault of skull with intracranial injury of other andnature with prolonged more than 24 hours loss of consciousness without return to pre-existing conscious level";"Craniosynostosis";"http://purl.obolibrary.org/obo/HP_0001363";"45.25";"false";"false"
"closed fracture of vault of skull with intracranial injury of other andnature with loss of consciousness ofduration";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"46.91";"false";"false"
"closed fracture of vault of skull with intracranial injury of other andnature with concussion";"Recurrent fractures";"http://purl.obolibrary.org/obo/HP_0002757";"51.38";"false";"false"
"open fracture of vault of skull without mention of intracranial injury";"Intracranial hemorrhage";"http://purl.obolibrary.org/obo/HP_0002170";"46.46";"false";"false"
"open fracture of vault of skull without mention of intracranial injurystate of consciousness";"Focal non-convulsive status epilepticus without impairment of consciousness";"http://purl.obolibrary.org/obo/HP_0032869";"46.9";"false";"false"
"congenital dislocation of hip unilateral";"Congenital bilateral hip dislocation";"http://purl.obolibrary.org/obo/HP_0008780";"91.23";"false";"false"
"open fracture of vault of skull without mention of intracranial injury with no loss of consciousness";"Focal non-convulsive status epilepticus without impairment of consciousness";"http://purl.obolibrary.org/obo/HP_0032869";"45.95";"false";"false"
"open fracture of vault of skull without mention of intracranial injury with moderate 1-24 hours loss of consciousness";"Focal non-convulsive status epilepticus without impairment of consciousness";"http://purl.obolibrary.org/obo/HP_0032869";"41.46";"false";"false"
"open fracture of vault of skull without mention of intracranial injury with brief less than one hour loss of consciousness";"Focal non-convulsive status epilepticus without impairment of consciousness";"http://purl.obolibrary.org/obo/HP_0032869";"43.11";"false";"false"
"anomaly of urinary system";"Abnormality of the urinary system";"http://purl.obolibrary.org/obo/HP_0000079";"75.56";"false";"false"
