"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"unilateral femoral hernia with gangrene not specified as recurrent";"Recurrent upper respiratory tract infections";"http://purl.obolibrary.org/obo/HP_0002788";"46.75";"false";"false"
"unilateral femoral hernia with gangrene";"Femoral hernia";"http://purl.obolibrary.org/obo/HP_0100541";"60.47";"false";"false"
"unilateral femoral hernia with gangrene recurrent";"Femoral hernia";"http://purl.obolibrary.org/obo/HP_0100541";"52";"false";"false"
"unilateral femoral hernia without obstruction or gangrene";"Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT";"http://purl.obolibrary.org/obo/HP_0032972";"45.87";"false";"false"
"unilateral femoral hernia without obstruction or gangrene not specified as recurrent";"Recurrent upper and lower respiratory tract infections";"http://purl.obolibrary.org/obo/HP_0200117";"45.28";"false";"false"
"unilateral femoral hernia without obstruction or gangrene recurrent";"Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT";"http://purl.obolibrary.org/obo/HP_0032972";"43.1";"false";"false"
"umbilical hernia";"Umbilical hernia";"http://purl.obolibrary.org/obo/HP_0001537";"100";"false";"false"
"umbilical hernia with obstruction without gangrene";"Umbilical hernia";"http://purl.obolibrary.org/obo/HP_0001537";"50.98";"false";"false"
"vertiginous syndromes in diseases classified elsewhere bilateral";"Bilateral vertebral artery hypoplasia";"http://purl.obolibrary.org/obo/HP_0030324";"42.86";"false";"false"
"incisional hernia with gangrene";"Incisional hernia";"http://purl.obolibrary.org/obo/HP_0004872";"80";"false";"false"
"umbilical hernia with gangrene";"Umbilical hernia";"http://purl.obolibrary.org/obo/HP_0001537";"76.47";"false";"false"
"umbilical hernia without obstruction or gangrene";"Umbilical hernia";"http://purl.obolibrary.org/obo/HP_0001537";"50.98";"false";"false"
"ventral hernia";"Ventral hernia";"http://purl.obolibrary.org/obo/HP_0002933";"100";"false";"false"
"incisional hernia with obstruction without gangrene";"Incisional hernia";"http://purl.obolibrary.org/obo/HP_0004872";"56.14";"false";"false"
"parastomal hernia without obstruction or gangrene";"Gastrointestinal obstruction";"http://purl.obolibrary.org/obo/HP_0004796";"43.08";"false";"false"
"other andventral hernia with obstruction without gangrene";"Right ventricular outlet tract obstruction";"http://purl.obolibrary.org/obo/HP_0001705";"45.33";"false";"false"
"incisional hernia without obstruction or gangrene";"Incisional hernia";"http://purl.obolibrary.org/obo/HP_0004872";"56.14";"false";"false"
"parastomal hernia with obstruction without gangrene";"Gastrointestinal obstruction";"http://purl.obolibrary.org/obo/HP_0004796";"43.08";"false";"false"
"parastomal hernia with gangrene";"Non-rapid eye movement parasomnia";"http://purl.obolibrary.org/obo/HP_0025235";"55";"false";"false"
"ventral hernia without obstruction or gangrene";"Ventral hernia";"http://purl.obolibrary.org/obo/HP_0002933";"54.55";"false";"false"
"vertiginous syndromes in diseases classified elsewhereear";"Atherosclerosis";"http://purl.obolibrary.org/obo/HP_0002621";"41.46";"false";"false"
"other andventral hernia with gangrene";"Ventral hernia";"http://purl.obolibrary.org/obo/HP_0002933";"56.41";"false";"false"
"duodenitis without bleeding";"Joint hemorrhage";"http://purl.obolibrary.org/obo/HP_0005261";"60";"false";"false"
"duodenitis with bleeding";"Duodenitis";"http://purl.obolibrary.org/obo/HP_0033117";"70";"false";"false"
"gastroduodenitis";"Duodenitis";"http://purl.obolibrary.org/obo/HP_0033117";"60";"false";"false"
"gastroduodenitiswithout bleeding";"Gastrointestinal hemorrhage";"http://purl.obolibrary.org/obo/HP_0002239";"50.98";"false";"false"
"other diseases of stomach and duodenum";"Impaired distal tactile sensation";"http://purl.obolibrary.org/obo/HP_0006937";"60";"false";"false"
"gastroduodenitiswith bleeding";"Gastrointestinal hemorrhage";"http://purl.obolibrary.org/obo/HP_0002239";"54.17";"false";"false"
"disorder of vestibular function";"Vestibular dysfunction";"http://purl.obolibrary.org/obo/HP_0001751";"77.78";"false";"false"
"functional dyspepsia";"Dyspepsia";"http://purl.obolibrary.org/obo/HP_0410281";"68.97";"false";"false"
"acute dilatation of stomach";"Gastric diverticulum";"http://purl.obolibrary.org/obo/HP_0100808";"55";"false";"false"
"adult hypertrophic pyloric stenosis";"Pyloric stenosis";"http://purl.obolibrary.org/obo/HP_0002021";"62.22";"false";"false"
"hourglass stricture and stenosis of stomach";"Gastritis";"http://purl.obolibrary.org/obo/HP_0005263";"46.67";"false";"false"
"pylorospasm not elsewhere classified";"Severe carpal ossification delay";"http://purl.obolibrary.org/obo/HP_0006069";"43.64";"false";"false"
"gastric diverticulum";"Gastric diverticulum";"http://purl.obolibrary.org/obo/HP_0100808";"100";"false";"false"
"disorder of vestibular functionear";"Vestibular dysfunction";"http://purl.obolibrary.org/obo/HP_0001751";"70.18";"false";"false"
"obstruction of duodenum";"Abnormal duodenum morphology";"http://purl.obolibrary.org/obo/HP_0002246";"52.94";"false";"false"
"fistula of stomach and duodenum";"Gastric diverticulum";"http://purl.obolibrary.org/obo/HP_0100808";"52.17";"false";"false"
"polyp of stomach and duodenum";"Duodenal polyposis";"http://purl.obolibrary.org/obo/HP_0004783";"56.41";"false";"false"
"angiodysplasia of stomach and duodenum";"Gastrointestinal angiodysplasia";"http://purl.obolibrary.org/obo/HP_0000471";"60";"false";"false"
"other specified diseases of stomach and duodenum";"Impaired distal tactile sensation";"http://purl.obolibrary.org/obo/HP_0006937";"55.17";"false";"false"
"angiodysplasia of stomach and duodenum with bleeding";"Gastrointestinal angiodysplasia";"http://purl.obolibrary.org/obo/HP_0000471";"53.57";"false";"false"
"angiodysplasia of stomach and duodenum without bleeding";"Gastrointestinal angiodysplasia";"http://purl.obolibrary.org/obo/HP_0000471";"46.88";"false";"false"
"dieulafoy lesion hemorrhagic of stomach and duodenum";"Abnormal bleeding";"http://purl.obolibrary.org/obo/HP_0001892";"47.62";"false";"false"
"achlorhydria";"Achlorhydria";"http://purl.obolibrary.org/obo/HP_0032448";"100";"false";"false"
"gastroparesis";"Gastroparesis";"http://purl.obolibrary.org/obo/HP_0002578";"100";"false";"false"
"disease of stomach and duodenum";"Impaired distal tactile sensation";"http://purl.obolibrary.org/obo/HP_0006937";"60";"false";"false"
"disorder of vestibular function right ear";"Vestibular dysfunction";"http://purl.obolibrary.org/obo/HP_0001751";"68.75";"false";"false"
"acute appendicitis";"Acute";"http://purl.obolibrary.org/obo/HP_0011009";"58.82";"false";"false"
"acute appendicitis with generalized peritonitis";"Generalized periodontitis";"http://purl.obolibrary.org/obo/HP_0011058";"57.14";"false";"false"
"acute appendicitis with generalized peritonitis without abscess";"Peritoneal abscess";"http://purl.obolibrary.org/obo/HP_0100592";"55.17";"false";"false"
"acute appendicitis with generalized peritonitis with abscess";"Peritoneal abscess";"http://purl.obolibrary.org/obo/HP_0100592";"64";"false";"false"
"acute appendicitis with localized peritonitis";"Localized periodontitis";"http://purl.obolibrary.org/obo/HP_0011059";"57.14";"false";"false"
"acute appendicitis with localized peritonitis without perforation or gangrene";"Focal aware autonomic seizure";"http://purl.obolibrary.org/obo/HP_0032740";"47.83";"false";"false"
"acute appendicitis with perforation and localized peritonitis with abscess";"Peritoneal abscess";"http://purl.obolibrary.org/obo/HP_0100592";"56.14";"false";"false"
