"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"other juvenile osteochondrosis left hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"74.19";"false";"false"
"other juvenile osteochondrosis upper limb";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"73.02";"false";"false"
"other juvenile osteochondrosishand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"77.19";"false";"false"
"other juvenile osteochondrosisupper limb";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"72.13";"false";"false"
"other juvenile osteochondrosis right upper limb";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"66.67";"false";"false"
"juvenile osteochondrosis of patellaknee";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"79.37";"false";"false"
"other osteoporosis with current pathological fracturefemur sequela";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"65.96";"false";"false"
"other juvenile osteochondrosis left upper limb";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"67.65";"false";"false"
"juvenile osteochondrosis of patella";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"76.67";"false";"false"
"juvenile osteochondrosis of tibia and fibula";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"70.77";"false";"false"
"juvenile osteochondrosis of patella right knee";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"70.42";"false";"false"
"juvenile osteochondrosis of patella left knee";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"71.43";"false";"false"
"juvenile osteochondrosis bilateral leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"71.88";"false";"false"
"juvenile osteochondrosis right leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"74.19";"false";"false"
"juvenile osteochondrosis left leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"75.41";"false";"false"
"juvenile osteochondrosis of proximal tibia";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"70.77";"false";"false"
"juvenile osteochondrosisleg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"78.57";"false";"false"
"other osteoporosis with current pathological fracture lower leg";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"75.56";"false";"false"
"juvenile osteochondrosis of proximal tibia right leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"61.33";"false";"false"
"juvenile osteochondrosis of proximal tibia left leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"62.16";"false";"false"
"osteopathy in diseases classified elsewhere left thigh";"Patchy sclerosis of the distal phalanx of the 5th finger";"http://purl.obolibrary.org/obo/HP_0009243";"42.7";"false";"false"
"osteopathy in diseases classified elsewherethigh";"Myopathy";"http://purl.obolibrary.org/obo/HP_0003198";"42.86";"false";"false"
"osteopathy in diseases classified elsewhere right lower leg";"obsolete Arterial disease of legs";"http://purl.obolibrary.org/obo/HP_0005794";"43.59";"false";"false"
"osteopathy in diseases classified elsewhere lower leg";"Atherosclerosis";"http://purl.obolibrary.org/obo/HP_0002621";"46.34";"false";"false"
"other osteoporosis with current pathological fracturefemur";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"72.09";"false";"false"
"osteopathy in diseases classified elsewhere left lower leg";"obsolete Arterial disease of legs";"http://purl.obolibrary.org/obo/HP_0005794";"44.16";"false";"false"
"osteopathy in diseases classified elsewhere right ankle and foot";"Absent fourth finger distal interphalangeal crease";"http://purl.obolibrary.org/obo/HP_0005780";"42.42";"false";"false"
"osteopathy in diseases classified elsewherelower leg";"Coronary artery atherosclerosis";"http://purl.obolibrary.org/obo/HP_0001677";"42.86";"false";"false"
"osteopathy in diseases classified elsewhere ankle and foot";"Absent fourth finger distal interphalangeal crease";"http://purl.obolibrary.org/obo/HP_0005780";"45.16";"false";"false"
"osteopathy in diseases classified elsewhere left ankle and foot";"Alzheimer disease";"http://purl.obolibrary.org/obo/HP_0002511";"42.7";"false";"false"
"osteopathy in diseases classified elsewhereankle and foot";"Absent fourth finger distal interphalangeal crease";"http://purl.obolibrary.org/obo/HP_0005780";"43.01";"false";"false"
"osteopathy in diseases classified elsewhere multiple sites";"Bilateral basilar pulmonary fibrosis";"http://purl.obolibrary.org/obo/HP_0550005";"43.24";"false";"false"
"osteopathy in diseases classified elsewhere other site";"Morbus Osgood-Schlatter";"http://purl.obolibrary.org/obo/HP_0010890";"46.15";"false";"false"
"juvenile osteochondrosis of pelvis";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"79.31";"false";"false"
"juvenile osteochondrosis of hip and pelvis";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"74.19";"false";"false"
"juvenile osteochondrosis of head of femur legg-calv-perthesleg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"60.42";"false";"false"
"juvenile osteochondrosis of head of femur legg-calv-perthes";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.74";"false";"false"
"other osteoporosis with current pathological fracturefemur initial encounter for fracture";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"59.26";"false";"false"
"juvenile osteochondrosis of head of femur legg-calv-perthes right leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"57.43";"false";"false"
"juvenile osteochondrosis of head of femur legg-calv-perthes left leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"58";"false";"false"
"coxa plana";"Flat cornea";"http://purl.obolibrary.org/obo/HP_0007720";"75";"false";"false"
"coxa planahip";"Coxa magna";"http://purl.obolibrary.org/obo/HP_0003279";"48";"false";"false"
"coxa plana right hip";"Flat cornea";"http://purl.obolibrary.org/obo/HP_0007720";"52.94";"false";"false"
"coxa plana left hip";"Flat cornea";"http://purl.obolibrary.org/obo/HP_0007720";"54.55";"false";"false"
"pseudocoxalgia";"Arthralgia of the hip";"http://purl.obolibrary.org/obo/HP_0003365";"66.67";"false";"false"
"other osteoporosis with current pathological fracturefemur subsequent encounter for fracture with routine healing";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"54.1";"false";"false"
"pseudocoxalgiahip";"Subglottic laryngitis";"http://purl.obolibrary.org/obo/HP_0033000";"53.33";"false";"false"
"pseudocoxalgia right hip";"Arthralgia of the hip";"http://purl.obolibrary.org/obo/HP_0003365";"48.98";"false";"false"
"coxa magna";"Coxa magna";"http://purl.obolibrary.org/obo/HP_0003279";"100";"false";"false"
"pseudocoxalgia left hip";"Arthralgia of the hip";"http://purl.obolibrary.org/obo/HP_0003365";"50";"false";"false"
"other juvenile osteochondrosis of hip and pelvis";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"74.19";"false";"false"
"other juvenile osteochondrosis of hip and pelvisleg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"69.7";"false";"false"
"coxa magnahip";"Coxa magna";"http://purl.obolibrary.org/obo/HP_0003279";"80";"false";"false"
"coxa magna right hip";"Coxa magna";"http://purl.obolibrary.org/obo/HP_0003279";"68.75";"false";"false"
"coxa magna left hip";"Coxa magna";"http://purl.obolibrary.org/obo/HP_0003279";"70.97";"false";"false"
"juvenile osteochondrosis of hip and pelvisunspecified leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.16";"false";"false"
"other juvenile osteochondrosis of hip and pelvis right leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.89";"false";"false"
"other juvenile osteochondrosis of hip and pelvis left leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"64.79";"false";"false"
"other osteoporosis with current pathological fracturefemur subsequent encounter for fracture with delayed healing";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"54.55";"false";"false"
"age-related osteoporosis with current pathological fracture right forearm subsequent encounter for fracture with routine healing";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"47.48";"false";"false"
"juvenile osteochondrosis of hip and pelvisleft leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"64.79";"false";"false"
"juvenile osteochondrosis of hip and pelvisright leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.89";"false";"false"
"other juvenile osteochondrosis";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"88.46";"false";"false"
"juvenile osteochondrosis of humerus";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"77.97";"false";"false"
"juvenile osteochondrosis of humerusarm";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"73.02";"false";"false"
"juvenile osteochondrosis of humerus right arm";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"66.67";"false";"false"
"juvenile osteochondrosis of humerus left arm";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"67.65";"false";"false"
"juvenile osteochondrosis of radius and ulna";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"73.02";"false";"false"
"juvenile osteochondrosis of radius and ulnaarm";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"69.7";"false";"false"
"juvenile osteochondrosis of radius and ulna left arm";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.89";"false";"false"
"juvenile osteochondrosis of radius and ulna right arm";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.01";"false";"false"
"other osteoporosis with current pathological fracturefemur subsequent encounter for fracture with nonunion";"Pathologic fracture";"http://purl.obolibrary.org/obo/HP_0002756";"55.05";"false";"false"
"juvenile osteochondrosis left hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"74.19";"false";"false"
"juvenile osteochondrosis hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"80.7";"false";"false"
"juvenile osteochondrosis right hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"73.02";"false";"false"
"juvenile osteochondrosishand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"77.19";"false";"false"
"osteochondrosis juvenile of carpal lunate kienbck";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.01";"false";"false"
"osteochondrosis juvenile of carpal lunate kienbck right hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"54.76";"false";"false"
"osteochondrosis juvenile of carpal lunate kienbck left hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"55.42";"false";"false"
"osteochondrosis juvenile of carpal lunate kienbckhand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"59.74";"false";"false"
"osteochondrosis juvenile of metacarpal heads mauclaire";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"61.33";"false";"false"
"other osteoporosis with current pathological fracturefemur subsequent encounter for fracture with malunion";"Pathologic fracture";"http://purl.obolibrary.org/obo/HP_0002756";"55.05";"false";"false"
"osteochondrosis juvenile of metacarpal heads mauclaire left hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"54.12";"false";"false"
"osteochondrosis juvenile of metacarpal heads mauclaire right hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"53.49";"false";"false"
"other juvenile osteochondrosis hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"80.7";"false";"false"
"other juvenile osteochondrosis right hand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"73.02";"false";"false"
"osteochondrosis juvenile of metacarpal heads mauclairehand";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"57.5";"false";"false"
"osteochondritis dissecansankle and joints of foot";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"68.97";"false";"false"
"osteochondritis dissecans other site";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"89.36";"false";"false"
"osteochondritis dissecans multiple sites";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"76.36";"false";"false"
"other osteoporosis with current pathological fracture right lower leg sequela";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"65.38";"false";"false"
"other specified osteochondropathies";"Osteochondrosis";"http://purl.obolibrary.org/obo/HP_0040188";"63.41";"false";"false"
"other specified osteochondropathies ofsite";"Osteochondrosis";"http://purl.obolibrary.org/obo/HP_0040188";"59.57";"false";"false"
"other specified osteochondropathies of shoulder";"Precocious costochondral ossification";"http://purl.obolibrary.org/obo/HP_0006607";"45.9";"false";"false"
"other specified osteochondropathies right shoulder";"Down-sloping shoulders";"http://purl.obolibrary.org/obo/HP_0200021";"48.39";"false";"false"
"other specified osteochondropathies right upper arm";"Flat distal femoral epiphysis";"http://purl.obolibrary.org/obo/HP_0006398";"42.67";"false";"false"
"other specified osteochondropathies left shoulder";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"43.48";"false";"false"
"other specified osteochondropathiesshoulder";"Osteochondrosis";"http://purl.obolibrary.org/obo/HP_0040188";"53.06";"false";"false"
"other specified osteochondropathies of upper arm";"Precocious costochondral ossification";"http://purl.obolibrary.org/obo/HP_0006607";"45.16";"false";"false"
"other specified osteochondropathies left upper arm";"Stippled calcification proximal humeral epiphyses";"http://purl.obolibrary.org/obo/HP_0008838";"48.94";"false";"false"
"other specified osteochondropathiesupper arm";"Osteochondrosis";"http://purl.obolibrary.org/obo/HP_0040188";"52";"false";"false"
"other osteoporosis with current pathological fracture left lower leg";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"71.58";"false";"false"
"other specified osteochondropathies of forearm";"Avascular necrosis of the capital femoral epiphysis";"http://purl.obolibrary.org/obo/HP_0005743";"53.33";"false";"false"
"juvenile osteochondrosis of proximal tibialeg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"67.65";"false";"false"
"juvenile osteochondrosis of proximal tibia bilateral";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.01";"false";"false"
"juvenile osteochondrosis of tibia tubercle right leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"60.53";"false";"false"
"juvenile osteochondrosis of tibia tubercle";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"69.7";"false";"false"
"juvenile osteochondrosis of tibia tubercle bilateral";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"62.16";"false";"false"
"juvenile osteochondrosis of tibia tubercle left leg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"61.33";"false";"false"
"juvenile osteochondrosis of tibia tubercleleg";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"65.71";"false";"false"
"other osteoporosis with current pathological fracture right lower leg";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"70.83";"false";"false"
"juvenile osteochondrosis of tarsus";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"79.31";"false";"false"
"juvenile osteochondrosis of tarsusankle";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"73.02";"false";"false"
"juvenile osteochondrosis of tarsus right ankle";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"66.67";"false";"false"
"juvenile osteochondrosis of tarsus left ankle";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"67.65";"false";"false"
"juvenile osteochondrosis of metatarsus";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"74.19";"false";"false"
"juvenile osteochondrosis of metatarsusfoot";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"68.66";"false";"false"
"other osteoporosis with current pathological fracture right lower leg initial encounter for fracture";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"57.63";"false";"false"
"juvenile osteochondrosis of metatarsus right foot";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.01";"false";"false"
"juvenile osteochondrosis of metatarsus left foot";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"63.89";"false";"false"
"other specified juvenile osteochondrosis";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"83.33";"false";"false"
"juvenile osteochondrosis";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"88.46";"false";"false"
"slipped upper femoral epiphysis nontraumatic";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"63.49";"false";"false"
"other osteochondropathies";"Osteochondrosis";"http://purl.obolibrary.org/obo/HP_0040188";"78.79";"false";"false"
"slipped upper femoral epiphysis nontraumatichip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"58.82";"false";"false"
"slipped upper femoral epiphysis nontraumatic right hip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"54.79";"false";"false"
"slipped upper femoral epiphysis nontraumatic left hip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"55.56";"false";"false"
"acute slipped upper femoral epiphysis nontraumatic";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"58.82";"false";"false"
"acute slipped upper femoral epiphysis nontraumatic right hip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"52.25";"false";"false"
"acute slipped upper femoral epiphysis nontraumatic left hip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"51.95";"false";"false"
"acute slipped upper femoral epiphysis nontraumatichip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"54.79";"false";"false"
"chronic slipped upper femoral epiphysis nontraumatic";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"59.15";"false";"false"
"other osteoporosis with current pathological fracture right lower leg subsequent encounter for fracture with routine healing";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"53.03";"false";"false"
"chronic slipped upper femoral epiphysis nontraumatic right hip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"52.63";"false";"false"
"acute on chronic slipped upper femoral epiphysis nontraumatic";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"55.26";"false";"false"
"chronic slipped upper femoral epiphysis nontraumatic left hip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"52.5";"false";"false"
"chronic slipped upper femoral epiphysis nontraumatichip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"55.26";"false";"false"
"acute on chronic slipped upper femoral epiphysis nontraumatic left hip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"49.41";"false";"false"
"acute on chronic slipped upper femoral epiphysis nontraumatic right hip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"50.42";"false";"false"
"osteochondritis dissecans";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"100";"false";"false"
"acute on chronic slipped upper femoral epiphysis nontraumatichip";"Proximal femoral epiphysiolysis";"http://purl.obolibrary.org/obo/HP_0006461";"51.85";"false";"false"
"kienbcks disease of adults";"Morbus Kienboeck";"http://purl.obolibrary.org/obo/HP_0010889";"75.68";"false";"false"
"osteochondritis dissecans of shoulder";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"82.35";"false";"false"
"osteochondritis dissecans ofsite";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"87.5";"false";"false"
"other osteoporosis with current pathological fracture right lower leg subsequent encounter for fracture with delayed healing";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"53.44";"false";"false"
"osteochondritis dissecans right shoulder";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"73.68";"false";"false"
"osteochondritis dissecans left shoulder";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"75";"false";"false"
"osteochondritis dissecansshoulder";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"81.63";"false";"false"
"osteochondritis dissecans of elbow";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"87.5";"false";"false"
"osteochondritis dissecans right elbow";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"77.78";"false";"false"
"osteochondritis dissecans of wrist";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"87.5";"false";"false"
"osteochondritis dissecans left elbow";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"79.25";"false";"false"
"osteochondritis dissecanselbow";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"83.33";"false";"false"
"osteochondritis dissecans left wrist";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"79.25";"false";"false"
"osteochondritis dissecans right wrist";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"77.78";"false";"false"
"other osteoporosis with current pathological fracture right lower leg subsequent encounter for fracture with nonunion";"obsolete Generalized osteoporosis with pathologic fractures";"http://purl.obolibrary.org/obo/HP_0005744";"54.26";"false";"false"
"osteochondritis dissecans joints of right hand";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"71.19";"false";"false"
"osteochondritis dissecanswrist";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"83.33";"false";"false"
"osteochondritis dissecans of joints of hand";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"79.25";"false";"false"
"osteochondritis dissecans joints ofhand";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"76.36";"false";"false"
"osteochondritis dissecans joints of left hand";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"72.41";"false";"false"
"osteochondritis dissecans of hip";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"91.3";"false";"false"
"osteochondritis dissecans right hip";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"80.77";"false";"false"
"osteochondritis dissecans left hip";"Osteochondritis Dissecans";"http://purl.obolibrary.org/obo/HP_0010886";"82.35";"false";"false"
