"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"laceration of extensor muscle fascia and tendon of right little finger at wrist and hand level";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"48.54";"false";"false"
"laceration of extensor muscle fascia and tendon of right little finger at wrist and hand level initial encounter";"Triangular epiphysis of the distal phalanx of the 5th finger";"http://purl.obolibrary.org/obo/HP_0009149";"45.11";"false";"false"
"displaced fracture of proximal phalanx of left middle finger subsequent encounter for fracture with nonunion";"obsolete Radially displaced proximal index finger phalanx";"http://purl.obolibrary.org/obo/HP_0004121";"52.63";"false";"false"
"laceration of extensor muscle fascia and tendon of right little finger at wrist and hand level subsequent encounter";"Aplasia of the distal phalanx of the 5th finger";"http://purl.obolibrary.org/obo/HP_0009246";"43.59";"false";"false"
"strain of extensor muscle fascia and tendon of right ring finger at wrist and hand level initial encounter";"Patchy sclerosis of the distal phalanx of the 4th finger";"http://purl.obolibrary.org/obo/HP_0009304";"47.25";"false";"false"
"displaced fracture of proximal phalanx of left middle finger";"obsolete Radially displaced proximal index finger phalanx";"http://purl.obolibrary.org/obo/HP_0004121";"68";"false";"false"
"strain of extensor muscle fascia and tendon of right ring finger at wrist and hand level sequela";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"48.65";"false";"false"
"strain of extensor muscle fascia and tendon of right ring finger at wrist and hand level subsequent encounter";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"45.38";"false";"false"
"strain of extensor muscle fascia and tendon of left ring finger at wrist and hand level";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"52.94";"false";"false"
"strain of extensor muscle fascia and tendon of left ring finger at wrist and hand level initial encounter";"Patchy sclerosis of the distal phalanx of the 4th finger";"http://purl.obolibrary.org/obo/HP_0009304";"47.51";"false";"false"
"strain of extensor muscle fascia and tendon of left ring finger at wrist and hand level subsequent encounter";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"45.76";"false";"false"
"strain of extensor muscle fascia and tendon of left ring finger at wrist and hand level sequela";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"49.09";"false";"false"
"strain of extensor muscle fascia and tendon of right little finger at wrist and hand level subsequent encounter";"Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis";"http://purl.obolibrary.org/obo/HP_0011656";"39.77";"false";"false"
"strain of extensor muscle fascia and tendon of right little finger at wrist and hand level";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"48.08";"false";"false"
"strain of extensor muscle fascia and tendon of right little finger at wrist and hand level initial encounter";"Patchy sclerosis of the distal phalanx of the 5th finger";"http://purl.obolibrary.org/obo/HP_0009243";"47.83";"false";"false"
"displaced fracture of proximal phalanx of left middle finger initial encounter for closed fracture";"obsolete Radially displaced proximal index finger phalanx";"http://purl.obolibrary.org/obo/HP_0004121";"56.25";"false";"false"
"strain of extensor muscle fascia and tendon of left little finger at wrist and hand level initial encounter";"Patchy sclerosis of the distal phalanx of the 5th finger";"http://purl.obolibrary.org/obo/HP_0009243";"48.09";"false";"false"
"strain of extensor muscle fascia and tendon of right little finger at wrist and hand level sequela";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"44.64";"false";"false"
"strain of extensor muscle fascia and tendon of left little finger at wrist and hand level";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"48.54";"false";"false"
"strain of extensor muscle fascia and tendon of left little finger at wrist and hand level subsequent encounter";"Triangular epiphysis of the distal phalanx of the 5th finger";"http://purl.obolibrary.org/obo/HP_0009149";"42.96";"false";"false"
"strain of extensor muscle fascia and tendon of left little finger at wrist and hand level sequela";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"45.05";"false";"false"
"strain of extensor muscle fascia and tendon of other finger at wrist and hand level";"Weakness of long finger extensor muscles";"http://purl.obolibrary.org/obo/HP_0009077";"54.35";"false";"false"
