"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"other stimulant abuse";"Stimulant addiction";"http://purl.obolibrary.org/obo/HP_0033512";"61.54";"false";"false"
"other stimulant abuse with stimulant-induced psychotic disorder";"Stimulant addiction";"http://purl.obolibrary.org/obo/HP_0033512";"58.82";"false";"false"
"sleep related bruxism";"Bruxism";"http://purl.obolibrary.org/obo/HP_0003763";"57.14";"false";"false"
"nicotine dependencewithnicotine-induced disorders";"Nicotine addiction";"http://purl.obolibrary.org/obo/HP_0033543";"63.01";"false";"false"
"other parasomnia";"Parasomnia";"http://purl.obolibrary.org/obo/HP_0025234";"100";"false";"false"
"sleep related movement disorders";"Abnormality of movement";"http://purl.obolibrary.org/obo/HP_0100022";"72.73";"false";"false"
"periodic limb movement disorder";"Abnormality of movement";"http://purl.obolibrary.org/obo/HP_0100022";"72.73";"false";"false"
"sleep related leg cramps";"Age-related cataract";"http://purl.obolibrary.org/obo/HP_0011141";"45";"false";"false"
"atypical facial pain";"Anal pain";"http://purl.obolibrary.org/obo/HP_0500005";"59.26";"false";"false"
"other sleep related movement disorders";"Abnormality of movement";"http://purl.obolibrary.org/obo/HP_0100022";"72.73";"false";"false"
"other sleep disorders";"Sleep disturbance";"http://purl.obolibrary.org/obo/HP_0002360";"66.67";"false";"false"
"sleep disorder";"Sleep disturbance";"http://purl.obolibrary.org/obo/HP_0002360";"66.67";"false";"false"
"disorders of trigeminal nerve";"Trigeminal neuralgia";"http://purl.obolibrary.org/obo/HP_0100661";"55";"false";"false"
"trigeminal neuralgia";"Trigeminal neuralgia";"http://purl.obolibrary.org/obo/HP_0100661";"100";"false";"false"
"nicotine dependence cigarettes";"Nicotine addiction";"http://purl.obolibrary.org/obo/HP_0033543";"76.92";"false";"false"
"exudative age-related macular degeneration bilateral with inactive choroidal neovascularization";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"53.61";"false";"false"
"exudative age-related macular degeneration bilateral with inactive scar";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"63.41";"false";"false"
"exudative age-related macular degenerationeye";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"68.57";"false";"false"
"exudative age-related macular degenerationeye stage";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"63.16";"false";"false"
"exudative age-related macular degenerationeye with active choroidal neovascularization";"Extrafoveal choroidal neovascularization";"http://purl.obolibrary.org/obo/HP_0031239";"52.17";"false";"false"
"phobic anxiety disorder";"Tics";"http://purl.obolibrary.org/obo/HP_0100033";"60.61";"false";"false"
"exudative age-related macular degenerationeye with inactive choroidal neovascularization";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"54.17";"false";"false"
"exudative age-related macular degenerationeye with inactive scar";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"64.2";"false";"false"
"angioid streaks of macula";"Angioid streaks of the fundus";"http://purl.obolibrary.org/obo/HP_0001102";"81.08";"false";"false"
"macular cyst hole or pseudohole left eye";"Macular hole";"http://purl.obolibrary.org/obo/HP_0011508";"53.06";"false";"false"
"macular cyst hole or pseudohole";"Macular hole";"http://purl.obolibrary.org/obo/HP_0011508";"63.41";"false";"false"
"macular cyst hole or pseudohole right eye";"Macular hole";"http://purl.obolibrary.org/obo/HP_0011508";"52";"false";"false"
"cystoid macular degeneration";"Cystoid macular degeneration";"http://purl.obolibrary.org/obo/HP_0008028";"100";"false";"false"
"macular cyst hole or pseudohole bilateral";"Multiple bilateral pneumothoraces";"http://purl.obolibrary.org/obo/HP_0005939";"46.15";"false";"false"
"macular cyst hole or pseudoholeeye";"Macular hole";"http://purl.obolibrary.org/obo/HP_0011508";"59.09";"false";"false"
"cystoid macular degeneration left eye";"Cystoid macular degeneration";"http://purl.obolibrary.org/obo/HP_0008028";"85.71";"false";"false"
"cystoid macular degeneration right eye";"Cystoid macular degeneration";"http://purl.obolibrary.org/obo/HP_0008028";"84.21";"false";"false"
"other anxiety disorders";"Anxiety";"http://purl.obolibrary.org/obo/HP_0000739";"69.57";"false";"false"
"fear of bridges";"Bridged palmar crease";"http://purl.obolibrary.org/obo/HP_0011310";"60";"false";"false"
"retinopathy of prematurity stage 2 left eye";"Retinopathy of prematurity stage 2";"http://purl.obolibrary.org/obo/HP_0500051";"87.88";"false";"false"
"retinopathy of prematurity stage 2 bilateral";"Retinopathy of prematurity stage 2";"http://purl.obolibrary.org/obo/HP_0500051";"87.88";"false";"false"
"retinopathy of prematurity stage 2eye";"Retinopathy of prematurity stage 2";"http://purl.obolibrary.org/obo/HP_0500051";"93.33";"false";"false"
"retinopathy of prematurity stage 3";"Retinopathy of prematurity stage 3";"http://purl.obolibrary.org/obo/HP_0500052";"100";"false";"false"
"retinopathy of prematurity stage 3 right eye";"Retinopathy of prematurity stage 3";"http://purl.obolibrary.org/obo/HP_0500052";"86.57";"false";"false"
"retinopathy of prematurity stage 3 left eye";"Retinopathy of prematurity stage 3";"http://purl.obolibrary.org/obo/HP_0500052";"87.88";"false";"false"
"retinopathy of prematurity stage 3 bilateral";"Retinopathy of prematurity stage 3";"http://purl.obolibrary.org/obo/HP_0500052";"87.88";"false";"false"
"retinopathy of prematurity stage 3eye";"Retinopathy of prematurity stage 3";"http://purl.obolibrary.org/obo/HP_0500052";"93.33";"false";"false"
"retinopathy of prematurity stage 4";"Retinopathy of prematurity stage 4";"http://purl.obolibrary.org/obo/HP_0500053";"100";"false";"false"
"retinopathy of prematurity stage 4 right eye";"Retinopathy of prematurity stage 4";"http://purl.obolibrary.org/obo/HP_0500053";"86.57";"false";"false"
"retinopathy of prematurity stage 5";"Retinopathy of prematurity stage 5";"http://purl.obolibrary.org/obo/HP_0500056";"100";"false";"false"
"retinopathy of prematurity stage 4 left eye";"Retinopathy of prematurity stage 4";"http://purl.obolibrary.org/obo/HP_0500053";"87.88";"false";"false"
"retinopathy of prematurity stage 4 bilateral";"Retinopathy of prematurity stage 4";"http://purl.obolibrary.org/obo/HP_0500053";"87.88";"false";"false"
"retinopathy of prematurity stage 4eye";"Retinopathy of prematurity stage 4";"http://purl.obolibrary.org/obo/HP_0500053";"93.33";"false";"false"
"retinopathy of prematurity stage 5 bilateral";"Retinopathy of prematurity stage 5";"http://purl.obolibrary.org/obo/HP_0500056";"87.88";"false";"false"
"fear of flying";"Flattened femoral head";"http://purl.obolibrary.org/obo/HP_0008812";"42.86";"false";"false"
