"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"nihss score 15";"1-minute APGAR score of 5";"http://purl.obolibrary.org/obo/HP_0030932";"43.24";"false";"false"
"nihss score 10";"10-minute APGAR score of 4";"http://purl.obolibrary.org/obo/HP_0033472";"47.37";"false";"false"
"nihss score 11";"1-minute APGAR score of 3";"http://purl.obolibrary.org/obo/HP_0030930";"43.24";"false";"false"
"nihss score 12";"1-minute APGAR score of 2";"http://purl.obolibrary.org/obo/HP_0030929";"43.24";"false";"false"
"nihss score 13";"1-minute APGAR score of 3";"http://purl.obolibrary.org/obo/HP_0030930";"43.24";"false";"false"
"nihss score 14";"1-minute APGAR score of 4";"http://purl.obolibrary.org/obo/HP_0030931";"43.24";"false";"false"
"nihss score 19";"Progressive congenital scoliosis";"http://purl.obolibrary.org/obo/HP_0008458";"33.33";"false";"false"
"nihss score 16";"1-minute APGAR score of 6";"http://purl.obolibrary.org/obo/HP_0030933";"43.24";"false";"false"
"nihss score 17";"Progressive congenital scoliosis";"http://purl.obolibrary.org/obo/HP_0008458";"33.33";"false";"false"
"nihss score 18";"Progressive congenital scoliosis";"http://purl.obolibrary.org/obo/HP_0008458";"33.33";"false";"false"
"nihss score 21";"1-minute APGAR score of 2";"http://purl.obolibrary.org/obo/HP_0030929";"43.24";"false";"false"
"fetal anemia and thrombocytopeniatrimester not applicable or";"Neonatal alloimmune thrombocytopenia";"http://purl.obolibrary.org/obo/HP_0004809";"58.97";"false";"false"
"nihss score 20-29";"Intellectual disability, profound";"http://purl.obolibrary.org/obo/HP_0002187";"34.48";"false";"false"
"nihss score 20";"Intellectual disability, profound";"http://purl.obolibrary.org/obo/HP_0002187";"38.46";"false";"false"
"nihss score 26";"Progressive congenital scoliosis";"http://purl.obolibrary.org/obo/HP_0008458";"33.33";"false";"false"
"nihss score 22";"1-minute APGAR score of 2";"http://purl.obolibrary.org/obo/HP_0030929";"43.24";"false";"false"
"nihss score 23";"Progressive congenital scoliosis";"http://purl.obolibrary.org/obo/HP_0008458";"33.33";"false";"false"
"nihss score 24";"Progressive congenital scoliosis";"http://purl.obolibrary.org/obo/HP_0008458";"33.33";"false";"false"
"nihss score 25";"5-minute APGAR score of 2";"http://purl.obolibrary.org/obo/HP_0030922";"43.24";"false";"false"
"nihss score 27";"Progressive congenital scoliosis";"http://purl.obolibrary.org/obo/HP_0008458";"33.33";"false";"false"
"nihss score 28";"Progressive congenital scoliosis";"http://purl.obolibrary.org/obo/HP_0008458";"33.33";"false";"false"
"fetal anemia and thrombocytopeniatrimester fetus 1";"Neonatal alloimmune thrombocytopenia";"http://purl.obolibrary.org/obo/HP_0004809";"58.97";"false";"false"
"nihss score 30-39";"10-minute APGAR score of 3";"http://purl.obolibrary.org/obo/HP_0033471";"39.02";"false";"false"
"nihss score 29";"Susceptibility to coronavirus 229e";"http://purl.obolibrary.org/obo/HP_0005396";"35.9";"false";"false"
"other fecal abnormalities";"Abnormal fecal pH";"http://purl.obolibrary.org/obo/HP_0032488";"89.66";"false";"false"
"change in bowel habit";"Bowel irritability";"http://purl.obolibrary.org/obo/HP_0033628";"53.33";"false";"false"
"halitosis";"Halitosis";"http://purl.obolibrary.org/obo/HP_0100812";"100";"false";"false"
"diarrhea";"Diarrhea";"http://purl.obolibrary.org/obo/HP_0002014";"100";"false";"false"
"other specified symptoms and signs involving the digestive system and abdomen";"Morphological abnormality of the gastrointestinal tract";"http://purl.obolibrary.org/obo/HP_0012718";"49.35";"false";"false"
