"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"malignant neoplasm of intestinal tract part";"Neoplasm of the gastrointestinal tract";"http://purl.obolibrary.org/obo/HP_0007378";"69.7";"false";"false"
"malignant neoplasm of spleen not elsewhere classified";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"60";"false";"false"
"malignant neoplasm of other sites of digestive system and intra-abdominal organs";"Morphological abnormality of the gastrointestinal tract";"http://purl.obolibrary.org/obo/HP_0012718";"52.8";"false";"false"
"malignant neoplasm of ill-defined sites within the digestive organs and peritoneum";"Neoplasm of the small intestine";"http://purl.obolibrary.org/obo/HP_0100833";"48.84";"false";"false"
"malignant neoplasm of nasal cavities middle ear and accessory sinuses";"Neoplasm of the oral cavity";"http://purl.obolibrary.org/obo/HP_0100649";"50";"false";"false"
"malignant neoplasm of ethmoidal sinus";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"66.67";"false";"false"
"tuberculous fibrosis of lung tubercle bacilli not found in sputum by microscopy but found by bacterial culture";"Tubulointerstitial bacterial infiltration";"http://purl.obolibrary.org/obo/HP_0020204";"37.91";"false";"false"
"malignant neoplasm of nasal cavities";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"70.83";"false";"false"
"malignant neoplasm of auditory tube middle ear and mastoid air cells";"Neoplasm of the middle ear";"http://purl.obolibrary.org/obo/HP_0100799";"56.52";"false";"false"
"malignant neoplasm of maxillary sinus";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"64";"false";"false"
"malignant neoplasm of glottis";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"76.19";"false";"false"
"malignant neoplasm of frontal sinus";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"66.67";"false";"false"
"malignant neoplasm of sphenoidal sinus";"Abnormality of the sphenoid sinus";"http://purl.obolibrary.org/obo/HP_0430022";"58.82";"false";"false"
"malignant neoplasm of other accessory sinuses";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"62.75";"false";"false"
"malignant neoplasm of accessory sinus";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"64";"false";"false"
"malignant neoplasm of larynx";"Neoplasm of the larynx";"http://purl.obolibrary.org/obo/HP_0100605";"82.05";"false";"false"
"malignant neoplasm of trachea";"Neoplasm of the trachea";"http://purl.obolibrary.org/obo/HP_0100551";"82.93";"false";"false"
"tuberculous fibrosis of lung tubercle bacilli not found by bacteriological examination but tuberculosis confirmed histologically";"Tubulointerstitial bacterial infiltration";"http://purl.obolibrary.org/obo/HP_0020204";"40.74";"false";"false"
"malignant neoplasm of supraglottis";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"68.09";"false";"false"
"malignant neoplasm of subglottis";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"71.11";"false";"false"
"malignant neoplasm of laryngeal cartilages";"Laryngeal cartilage malformation";"http://purl.obolibrary.org/obo/HP_0008752";"71.43";"false";"false"
"malignant neoplasm of other specified sites of larynx";"Neoplasm of the larynx";"http://purl.obolibrary.org/obo/HP_0100605";"61.54";"false";"false"
"malignant neoplasm of trachea bronchus and lung";"Tracheal bronchus";"http://purl.obolibrary.org/obo/HP_0033614";"59.26";"false";"false"
"malignant neoplasm of main bronchus";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"70.83";"false";"false"
"malignant neoplasm of upper lobe bronchus or lung";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"54.24";"false";"false"
"malignant neoplasm of middle lobe bronchus or lung";"Bronchial neoplasm";"http://purl.obolibrary.org/obo/HP_0030077";"57.63";"false";"false"
"malignant neoplasm of lower lobe bronchus or lung";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"54.24";"false";"false"
"tuberculous fibrosis of lung tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods inoculation of animals";"Muscle fiber tubuloreticular inclusions";"http://purl.obolibrary.org/obo/HP_0100302";"37.21";"false";"false"
"malignant neoplasm of other specified sites of pleura";"Neoplasia of the pleura";"http://purl.obolibrary.org/obo/HP_0100527";"56.6";"false";"false"
"malignant neoplasm of other parts of bronchus or lung";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"60.38";"false";"false"
"malignant neoplasm of bronchus and lung";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"66.67";"false";"false"
"malignant neoplasm of pleura";"Neoplasia of the pleura";"http://purl.obolibrary.org/obo/HP_0100527";"70";"false";"false"
"malignant neoplasm of parietal pleura";"Neoplasia of the pleura";"http://purl.obolibrary.org/obo/HP_0100527";"59.57";"false";"false"
"malignant neoplasm of visceral pleura";"Neoplasia of the pleura";"http://purl.obolibrary.org/obo/HP_0100527";"59.57";"false";"false"
"malignant neoplasm of anterior two-thirds of tongue part";"Neoplasm of the anterior pituitary";"http://purl.obolibrary.org/obo/HP_0011750";"61.76";"false";"false"
"malignant neoplasm of tip and lateral border of tongue";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"55.17";"false";"false"
"malignant neoplasm of ventral surface of tongue";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"64";"false";"false"
"localized salmonella infection";"Salmonella osteomyelitis";"http://purl.obolibrary.org/obo/HP_0005661";"76.6";"false";"false"
"tuberculosis of lung with cavitation tubercle bacilli not found by bacteriological examination but tuberculosis confirmed histologically";"Increased circulating band cell count";"http://purl.obolibrary.org/obo/HP_0032239";"36.25";"false";"false"
"malignant neoplasm of major salivary glands";"Salivary gland neoplasm";"http://purl.obolibrary.org/obo/HP_0100684";"78.69";"false";"false"
"malignant neoplasm of junctional zone of tongue";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"61.82";"false";"false"
"malignant neoplasm of lingual tonsil";"Microglossia";"http://purl.obolibrary.org/obo/HP_0000171";"64.52";"false";"false"
"malignant neoplasm of other sites of tongue";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"69.57";"false";"false"
"tuberculosis of lung with cavitation tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods inoculation of animals";"Increased circulating band cell count";"http://purl.obolibrary.org/obo/HP_0032239";"37.99";"false";"false"
"malignant neoplasm of parotid gland";"Abnormal parotid gland morphology";"http://purl.obolibrary.org/obo/HP_0000197";"65.38";"false";"false"
"malignant neoplasm of submandibular gland";"Abnormality of the submandibular glands";"http://purl.obolibrary.org/obo/HP_0010287";"66.67";"false";"false"
"malignant neoplasm of sublingual gland";"Abnormality of the sublingual glands";"http://purl.obolibrary.org/obo/HP_0010288";"60.38";"false";"false"
"malignant neoplasm of other major salivary glands";"Salivary gland neoplasm";"http://purl.obolibrary.org/obo/HP_0100684";"78.69";"false";"false"
"malignant neoplasm of salivary gland";"Salivary gland neoplasm";"http://purl.obolibrary.org/obo/HP_0100684";"87.27";"false";"false"
"malignant neoplasm of anterior portion of floor of mouth";"Neoplasm of the anterior pituitary";"http://purl.obolibrary.org/obo/HP_0011750";"59.7";"false";"false"
"malignant neoplasm of gum";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"82.05";"false";"false"
"malignant neoplasm of upper gum";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"71.11";"false";"false"
"malignant neoplasm of lower gum";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"71.11";"false";"false"
"malignant neoplasm of other sites of gum";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"72.73";"false";"false"
"malignant neoplasm of floor of mouth";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"68.09";"false";"false"
"tuberculosis of bronchus";"Pulmonary tuberculosis";"http://purl.obolibrary.org/obo/HP_0032262";"61.9";"false";"false"
"malignant neoplasm of lateral portion of floor of mouth";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"55.74";"false";"false"
"malignant neoplasm of other sites of floor of mouth";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"61.54";"false";"false"
