phecode1.2_code	phecode1.2_label	phecode1.2_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecode1.2	subStringMatch_hpo-to-phecode1.2	subStringMatch_phecode1.2-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecode1.2-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	PheMap_phecode1.2-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
686.5	Pyoderma	dermatologic	HP_0025452	Pyoderma gangrenosum	True				True	True	True	True	True	True		100.0	100.0	58.98236183270746	True	True	True	True	True	True	True	True	True
686.5	Pyoderma	dermatologic	HP_0000999	Pyoderma	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True		True	True	True
707.1	Decubitus ulcer	dermatologic	HP_0012399	Pressure ulcer	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	88.02513755331628	True	True	True	True	True	True	True	True	True
561.1	Diarrhea	digestive	HP_0002014	Diarrhea	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002028	Chronic diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002041	Intractable diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002249	Melena	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002254	Intermittent diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002573	Hematochezia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0004385	Protracted diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0005208	Secretory diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0025085	Bloody diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0025086	Bloody mucoid diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0033310	Osmotic diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0033343	Mucoid diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
459.1	Hemorrhage NOS	circulatory system	HP_0002249	Melena	True			True			True				86.96	86.96		18.89331949427561							True	True	True
459.1	Hemorrhage NOS	circulatory system	HP_0002573	Hematochezia	True			True			True				86.96	86.96		18.89331949427561							True	True	True
459.1	Hemorrhage NOS	circulatory system	HP_0002239	Gastrointestinal hemorrhage	True			True			True				86.96	86.96		18.89331949427561							True	True	True
459.1	Hemorrhage NOS	circulatory system	HP_0002248	Hematemesis	True			True			True				86.96	86.96		18.89331949427561							True	True	True
459.1	Hemorrhage NOS	circulatory system	HP_0002584	Intestinal bleeding	True			True			True				86.96	86.96		18.89331949427561							True	True	True
459.1	Hemorrhage NOS	circulatory system	HP_0012849	Small intestinal bleeding	True			True			True				86.96	86.96		18.89331949427561							True	True	True
459.1	Hemorrhage NOS	circulatory system	HP_0032144	Coffee ground vomitus	True			True			True				86.96	86.96		18.89331949427561							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002249	Melena	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002573	Hematochezia	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002239	Gastrointestinal hemorrhage	False													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002248	Hematemesis	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002584	Intestinal bleeding	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0012849	Small intestinal bleeding	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0032144	Coffee ground vomitus	True													54.75586432005685							True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002249	Melena	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002573	Hematochezia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002239	Gastrointestinal hemorrhage	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002248	Hematemesis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002584	Intestinal bleeding	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0012849	Small intestinal bleeding	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0032144	Coffee ground vomitus	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578.2	Blood in stool	digestive	HP_0002573	Hematochezia	True													58.82807099996453	True	True			True		True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002249	Melena	True							True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002573	Hematochezia	True							True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002239	Gastrointestinal hemorrhage	False							True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002248	Hematemesis	True							True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002584	Intestinal bleeding	True							True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0012849	Small intestinal bleeding	True							True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0032144	Coffee ground vomitus	True							True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0030746	Intraventricular hemorrhage	False					True						90.0		50.06051345926194					True	True	True	True	True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0030747	Preterm intraventricular hemorrhage	True					True						90.0		50.06051345926194					True	True	True	True	True
